name,type,url,lvl,Vitality,Wisdom,Strength,Intelligence,Chance,Agility,Power,AP,MP,Range,Summon,Critical Hit,Initiative,Prospection,Lock,Dodge,AP Reduction,MP Reduction,AP Res,MP Res,Push Res.,Crit. Res,Pods,Trap Damage,%Trap Dam,Damage,Neutral Damage,Earth Damage,Fire Damage,Water Damage,Air Damage,Crit. Damage,Push Damage,Heal,Neutral Res.,Earth Res.,Fire Res.,Water Res.,Air Res.,%Neutral Res,%Earth Res,%Fire Res,%Water Res,%Air Res,Critical Hit,%Melee Res,%Range Res
Culbuteur majeur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/16306-culbuteur-majeur,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,
Solide majeur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/16310-solide-majeur,150,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,
Carapace Terre majeur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/16316-carapace-terre-majeur,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,
Carapace Feu majeur,Trophée,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/16323-carapace-feu-majeur,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,
Bracelet du Minotot,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8270-bracelet-minotot,149,101,16,,,26,,6,,,,,,101,11,,,,,,,,,,,,4,,,,,,,,4,,4,4,,,,,,4,,,,
Ceinture du Minotot,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8283-ceinture-minotot,149,181,21,,31,31,,11,,,,1,,,16,,,,,,,,,500,,,,,,,,,,,5,4,4,,,4,,,,,,,,
Krépite,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/7056-krepite,149,201,31,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,11,,11,,,6,,6,,,
Cape Phossile,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15200-cape-phossile,149,151,31,,,,,31,,,,,2,,16,,,,,,,,,,,,,,,,,,9,,,,7,,,7,,,7,,,2,,
Ceinture Bitoufale de Prosper Youpla,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8862-ceinture-bitoufale-prosper-youpla,148,,31,31,,,31,,,,,,1,201,11,,,,,,,,,,,,4,,,,,,,,4,,,,,,6,6,,,6,1,,
Anneau Frage,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/11620-anneau-frage,148,101,21,,31,31,31,,,,,1,,201,,,4,,,,,,,,,,,,,,,,,,7,5,5,,,,,,,,,,,
Cape Itaineflam,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/7515-cape-itaineflam,148,151,16,,,,31,11,,,,,2,151,16,,,,,,,,,,,11,,,,,,,8,,,6,,6,,,,,6,-6,6,2,,
Ceinture Phossile,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15199-ceinture-phossile,147,151,,,,,,31,,,1,1,,,,,,,,,,16,,,,,,6,6,6,6,6,,,,,,,,,,4,,,4,,,
Amulette de Frigostine,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12089-amulette-frigostine,147,151,21,,,,31,16,1,,,,2,,11,,4,,,,,,,,,,,,,11,11,7,,,,,8,,,,5,,,,,2,,
Cape du Père Phorreur,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15202-cape-pere-phorreur,146,201,21,,31,31,,,,,,1,3,,,5,,,,,,,7,,,,,,,7,7,,,,,,,,,,,7,,,,3,,
Anneau Nobstant,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/11622-anneau-nobstant,146,151,31,,,,,31,,,,,3,,11,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,3,,
Sandales Gorithme,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/11618-sandales-gorithme,146,201,,31,,,31,,,1,,,2,201,7,-4,4,,,,,,,,,,,5,5,,,5,,,,,7,,,,5,5,,,,2,,
Coiffe du Chêne Mou,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8474-coiffe-chene-mou,145,201,21,31,31,,,11,,,,,4,,6,,,,,,,,,,,,6,,,,,,,,4,,,,,,,4,4,,,4,,
Bouclier du Mont Kipou,Bouclier,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18675-bouclier-mont-kipou,145,71,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,7
Piruk,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/7142-piruk,145,251,21,,31,,,,,,,,,401,6,,,,,,,,,,,,,,,,,,,,,,,6,,6,,6,,6,,,,
Casque du Bwork de Bronze,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/6483-casque-bwork-bronze,144,151,26,,31,31,,,,,,,,300,16,,,,,,,,,,,,,,,,,,,,,16,,16,,,,,,,,,,
Anneau de Frigostine,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12090-anneau-frigostine,144,101,16,31,,,,,,,1,,2,,7,-4,4,,,,,,,,,,,4,4,,,7,,,,7,,,,,,,,4,,2,,
Nageoiture,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14638-nageoiture,144,151,21,,,21,31,,,,,1,3,,11,-4,,,,,,,,,,,,,,,9,5,,,,,9,,,,,,7,,,3,,
Cape du Mansot Royal,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/11580-cape-mansot-royal,144,151,21,31,,31,,,,,1,,,,7,4,,,,,,7,,,,,,,7,,7,,,,,,7,,,7,,,5,,,,,
La Meulette,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8262-meulette,143,151,21,31,,,,6,1,,,,2,,11,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,6,6,2,,
Cape Usée du Chêne Mou,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8472-cape-usee-chene-mou,142,201,16,26,26,,,,,,,,,,11,,,,,,,,,,,,4,,,,,,,,,,5,5,,,4,,,4,4,,,
Bottes de Frigostine,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12092-bottes-frigostine,142,126,16,,,31,31,,,1,,1,1,,11,,4,,,,,7,,,,,,,,,7,7,,,,,,7,7,,,,,,,1,,
Coiffe du Meulou,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8267-coiffe-meulou,141,201,21,31,16,,16,11,,,,,3,,11,,,,,,,,,,,,6,,,,,,,,,,,,,,3,,,,,3,,
Anneau Made,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/11621-anneau-made,141,101,21,,,,31,,,,,,,101,7,,,,,,,,,,,,,,,,,5,,5,5,5,,,,,,,,,,,,
String Automnal du Chêne Mou,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8473-string-automnal-chene-mou,141,151,11,26,26,,,,,,1,,3,101,11,,,,,,,,,501,,,6,,,,,,,,3,6,,,,6,,,,,,3,,
Anneau du Mansot Royal,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/11577-anneau-mansot-royal,140,101,21,21,,,,16,,,,,2,,,4,,,,,,7,,,,,,,7,,7,,,,,5,,5,,5,,,,,,2,,
Bouclier Ventaille,Bouclier,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18686-bouclier-ventaille,140,,,,,,,21,,,,,,,,7,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,7,-10
Ceinture de Frigostine,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12091-ceinture-frigostine,140,176,16,,,,41,,,,,,3,,11,-4,,,,,,,7,,,,,,,,,8,,11,,,,,,11,,7,,,,3,,
Anneau du Chêne Mou,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8470-anneau-chene-mou,139,101,16,21,21,,,,,,,,1,,6,,,,,,,,,,,,4,,,,,,,,,,,,,,4,4,4,,,1,,
Cape du Meulou,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8265-cape-meulou,139,151,21,31,,,,11,,,,,2,201,11,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,6,,,2,,
Coiffe Médusoïde,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14637-coiffe-medusoide,138,151,21,,,31,21,,,,1,,,,11,-4,,,,5,,,,,,,,,,,4,5,,,,,,,,,,5,5,,,,,
Talisman du Chêne Mou,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8469-talisman-chene-mou,138,151,16,26,26,,,,1,,,,,201,11,,,,,,,,,,,,6,,,,,,,,6,,,,,,,,,,,,,
Bottes Hoktone,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/11667-bottes-hoktone,138,111,21,,,31,,,,1,1,,,,11,-7,,,,,,,7,,,,,,7,,7,,,,,,,7,7,,,,,,7,,,
Pagniglou,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/11686-pagniglou,137,151,31,,,31,,11,,,1,,,,16,,4,,,,,,,,,,,7,,,7,,,-7,,,,,7,,,,5,,5,,,
Talisman Doline,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/11609-talisman-doline,137,101,16,31,,,31,,1,,,,-1,,11,,,,,,,,7,,,,,6,6,,,6,,,,,,7,,,,7,,,,-1,,
Nageanneau,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14639-nageanneau,136,81,31,,,21,21,11,,,1,,,,,-4,,,,,,,,,,,,,,,5,5,,,,,5,5,,,,5,,,,,,
Tongues du dimanche du Chêne Mou,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8471-tongues-dimanche-chene-mou,136,151,21,31,31,,,6,,1,,,,,6,,,,,,,,,,,,6,,,,,,,,,6,,,,,,4,4,,,,,
Couronne du Mansot Royal,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/11572-couronne-mansot-royal,136,201,31,,,31,,16,,,,1,2,,7,4,,,,,,7,,,,,,,7,,7,,,,,,,,7,,,,,,5,2,,
Talisman d'Elya Wood,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/7003-talisman-elya-wood,135,101,31,,11,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,6,,9,9,,,,,,5,5,,,
Bottines en bois d'abrakleur,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8869-bottines-bois-abrakleur,135,101,26,26,,,26,,,1,,,,,,,,,,,,,,,,,6,,,,,,,,,6,,,6,,,,,6,,,,
Bouclier Feudala,Bouclier,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18662-bouclier-feudala,135,,,,,,,,,,,,,,,16,,,,,,16,,,,,,,,,,,,,,,,,,,,,7,,,,7,
Collier Cérémonial du Seigneur des Rats,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8459-collier-ceremonial-seigneur-rats,134,101,16,,16,,26,,1,,,,,201,11,,,,,,,,,,,,6,,,,,,,,,,,,,,6,,,,,,,
Bottes Cérémoniales du Seigneur des Rats,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8462-bottes-ceremoniales-seigneur-rats,134,121,16,,21,,26,,,1,,,,,6,,,,,,,,,,,,5,,,,,,,,5,4,,,,,4,4,,,,,,
Masque de l'Abrakleur clair,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8822-masque-abrakleur-clair,134,151,21,26,,,26,11,,,,,,,11,,,,,,,,,,,,6,,,,,,,,,,,,,,,6,,,6,,,
Casque du Guerrier Zoth,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8847-casque-guerrier-zoth,134,301,,61,,,,,,,,,,,6,,,,,,,,,,,,6,,,,,,,,,,6,,,,-6,6,,,,,,
Bandeau Kaliptus,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8260-bandeau-kaliptus,133,201,21,,,,31,11,,,1,,3,201,11,,,,,,,,,,,,6,,,,,,,,,,,,,,5,-4,,-4,,3,,
Amulette d'Ali Grothor,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15518-amulette-ali-grothor,133,201,21,,,,,,1,,,,,301,,7,,,,,,11,,,,,,,,,,,,,,,,,,,,,,7,5,,,
Coiffe Cérémoniale du Seigneur des Rats,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8457-coiffe-ceremoniale-seigneur-rats,133,151,11,,21,,31,11,,,,,,,6,,,,,,,,,,,,4,,,,,,,,5,,4,,4,,,5,,5,,,,
Ceinture Cérémoniale du Seigneur des Rats,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8461-ceinture-ceremoniale-seigneur-rats,133,151,16,,16,,31,6,,,,1,,,11,,,,,,,,,500,,,6,,,,,,,,,6,,,6,,,,,5,,,,
Chapeau Truche,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15356-chapeau-truche,133,151,21,,31,,,,,,1,,2,,11,,,,4,,,,,,,,,,,5,,,,,,,,,,7,,4,,4,,2,,
Cacture,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18433-cacture,133,81,16,31,,,31,,,,,1,4,,7,,4,,,,,,,,,,,4,4,,,4,11,,,,,,,,5,,,,,4,,
Masque du Sergent Zoth,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8820-masque-sergent-zoth,133,151,11,,,41,,,,,,,4,201,11,,,,,,,,,,,,5,,,,,,,,,,,,,,-6,6,,6,,4,,
Masque de Pantèroz,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15999-masque-panteroz,133,151,21,,,,,,,,,,4,,,,5,,,,,,,,,,,11,11,11,11,11,,,,,,,,,,,,,,4,,
Gant du Capitaine Ekarlatte,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15508-gant-capitaine-ekarlatte,132,101,21,,,,21,11,,,,1,2,,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,2,,
Amulette d'El Piko,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18436-amulette-piko,132,81,31,,11,11,11,,1,,,,,,,4,,,,4,,,,,,,,,,,,,,,,,,,,,7,7,,,,,,
Casque d'Ali Grothor,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15514-casque-ali-grothor,132,201,31,,,,,,,,1,,3,,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,7,,7,,3,,
Bottes du Meulou,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8264-bottes-meulou,131,71,16,31,,,,4,,1,,1,2,101,11,,,,,,,,,201,,,,,,,,,,,,4,4,4,4,4,,-4,,6,6,2,,
Anneau Cérémonial du Seigneur des Rats,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8460-anneau-ceremonial-seigneur-rats,131,101,,,,,26,6,,,,,3,,11,,,,,,,,,,,,4,,,,,,,,,,5,5,,,,,,,5,3,,
Cascterre,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18432-cascterre,131,151,26,31,,,31,,,,1,,4,,,,,,,,,,,,,,,5,5,,,5,,,,,,,,,,,5,,,4,,
Cape Ricieuse,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/11605-cape-ricieuse,131,101,16,21,,,21,16,,,,,1,,16,,4,,,,,,7,,,,,4,4,,,4,,,,,,5,,,,5,,,5,1,,
Gruchette,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15361-gruchette,131,151,16,,,,31,,1,,,,3,,11,,,,,4,,,,,,,,,,,,7,,,,,,,,,,7,,,,3,,
Ceinture Buhlent,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8652-ceinture-buhlent,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceinture Bodiézèle,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8658-ceinture-bodiezele,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaine Hage,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8661-gaine-hage,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceinture du Royalmouth,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/11584-ceinture-royalmouth,130,101,21,,31,31,,,,,1,,,,11,,4,,,,,,,,,,,,,6,6,,,7,4,,,5,,5,,,,5,,,,
Sangle Hyssérine,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12391-sangle-hysserine,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corde Ure,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12392-corde-ure,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anneau d'El Piko,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18435-anneau-piko,130,101,11,,21,21,21,,,,,,,,,5,,,,5,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,
Bouclier du Sadida,Bouclier,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18685-bouclier-sadida,130,,,,,,,,,,,,4,,,,9,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,4,,
Plimclik,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/1488-plimclik,130,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Cérémoniale du Seigneur des Rats,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8458-cape-ceremoniale-seigneur-rats,130,101,11,,16,,31,,,,1,,,,11,,,,,,,,,,,,4,,,,,,,,4,,,4,,4,,,5,,5,,,
Ceinture Luthe,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8656-ceinture-luthe,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sangle Huée,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8659-sangle-huee,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceinture Blot,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13264-ceinture-blot,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gruchape,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15359-gruchape,130,101,21,,,,31,,,,,1,3,,11,,4,,,5,,,,,,,,,,,,5,,,,,,,,,,,7,,,3,,
L'Élémenture,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/17451-elementure,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sangle Hynère,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8651-sangle-hynere,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bottes du Capitaine Ekarlatte,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15507-bottes-capitaine-ekarlatte,130,101,21,,21,,,11,,1,,,2,,,,,,,,,,,,,,,5,5,5,5,5,,,,,,,,,,,,,5,2,,
Ceinture Leumant,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18622-ceinture-leumant,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sangle Glinglin,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8653-sangle-glinglin,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coiffe du Fricochère,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/11599-coiffe-fricochere,130,151,21,31,21,,,,,,,1,,,,4,,,,,,7,,,,,,4,4,5,,,,,5,,4,4,,,,4,4,,,,,
Ceinture Lupine,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8654-ceinture-lupine,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sangle Holon,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8655-sangle-holon,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sangle Hans,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8657-sangle-hans,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sangle Cible,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8660-sangle-cible,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceinture Gessant,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8662-ceinture-gessant,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anneau Truche,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15358-anneau-truche,130,81,21,,21,,,,,,,,3,,11,,,,,,,,,,,,,,,7,,,,,,,,9,,9,,,,,,3,,
Ceinture Billonnante,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/16143-ceinture-billonnante,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bottes du Dragoeuf,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8291-bottes-dragoeuf,129,71,,,26,26,,,,1,,,3,,11,,,,,,,,,201,,,4,,,,,,,,3,,,,,,,5,,5,,3,,
Doro le Blak,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8569-doro-blak,129,,31,,,41,,,,,,,,,21,,,,,,,,,,,,6,,,,,,,,,,,,,,6,,6,,,,,
Anneau Tranchant,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/16004-anneau-tranchant,129,101,16,,,,,,,,,,,101,,,,,,,,7,,,,,,7,7,7,7,7,,,,,,,,,,,,,,,,
Capterre,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18431-capterre,129,101,21,31,,,31,,,,,,,,11,,5,,,,,,,,,,,5,5,,,5,11,,,,,,,,,,,7,,,,
Ceinture Meulante,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/2807-ceinture-meulante,129,151,31,,,,,,,,,,,401,,,,,,,,,,,,,5,,,,,,,,,,11,11,11,11,,,,,,,,
Casque Dragoeuf,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8287-casque-dragoeuf,128,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,,,
Anneau du Dragoeuf,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8289-anneau-dragoeuf,128,101,11,,,,,16,,,,1,,,11,,,,,,,,,,,,4,,,,,,,,4,,,,,,,,,,,,,
Chapeau de la Gamine Zoth,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8846-chapeau-gamine-zoth,128,,31,,,,41,,,,,,,,11,,,,,,,,,,,,6,,,,,,,,,6,,,,6,6,,,,6,,,
Amulette du Royalmouth,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/11575-amulette-royalmouth,128,101,21,,31,31,,,1,,,,1,,11,,4,,,,,,,,,,,,,4,4,,,7,4,,7,7,,,,,,,,1,,
Sombrero d'El Piko,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18434-sombrero-piko,128,81,21,,31,31,31,,,,,1,3,,11,5,,5,,,,,,,,,,,,5,5,5,,,,,,,,,,,,,,3,,
Couronne du Tofu Royal,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/7921-couronne-tofu-royal,128,151,26,,,,46,,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,,,6,,,
Coiffe du Disciple Zoth,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8821-coiffe-disciple-zoth,128,201,16,,31,,-21,,,,1,,,,11,,,,,,,,,,,,4,,,,,,,,,,,,,,,6,6,,-6,,,
Ceinture du Capitaine Ekarlatte,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15506-ceinture-capitaine-ekarlatte,128,101,21,21,,21,,11,,,1,,2,,,,,,,,,,,,,,,5,5,5,5,5,,,,,,,,,,,5,,,2,,
Ceintruche,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15357-ceintruche,128,101,16,,31,,,,,,,1,,401,,7,,,4,,,,,,,,,,,5,,,,,,,,,9,,7,,,,,,,
String Fouetteur,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/16003-string-fouetteur,128,201,31,,,,,,,,1,,,,,,,,,,,,,,,,,11,11,11,11,11,,,,,,,,,,,,,,,,
Gruchaussures,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15360-gruchaussures,127,101,21,,,,,31,,1,1,,2,,16,,,,,4,,,,,,,,,,,,5,,,,,,,,,,,,,,2,,
Anneau Moutheur,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12085-anneau-moutheur,127,101,16,,,,31,,,,,,,,11,,,4,,,,,7,,,,,,,,,7,,,,,,,11,,,,,,,,,
Coffresac du Koalak,Sac à dos,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13584-coffresac-koalak,127,151,21,31,,,,,,,-1,,4,301,,4,,,4,,,11,,401,,,,6,6,,,,,,,,,,,,7,,,,,4,,
Corbacape Mastralis,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/2547-corbacape-mastralis,127,81,36,,,46,,,,,2,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,6,,,,
Cape Dragoeuf,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8286-cape-dragoeuf,127,101,,,,,,,,,1,2,,,16,,,,,,,,,,,,4,,,,,,,,,,,,,,,,6,,6,,,
Amulette Ementaire,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/11563-amulette-ementaire,127,,,31,31,31,31,,1,,1,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,6,6,6,6,,,
Casque de l'Ecumouth,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/11598-casque-ecumouth,127,101,16,,,31,31,,,,1,,,,11,,,,,,,7,,,,,,,,,7,7,,,,7,,,,,,,7,,,,,
Cape d'Ali Grothor,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15523-cape-ali-grothor,126,201,21,,,,,,,,,,3,,11,,,,,5,5,,11,,,,,,,,,,,,,,,,,,7,,,,,3,,
Anneau du Meulou,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8263-anneau-meulou,126,71,,26,,,21,,,,1,,,101,6,,,,,,,,,,,,4,,,,,,,,,4,,,,,,,5,,,,,
Ceinture Claire en Abrakleur,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8871-ceinture-claire-abrakleur,126,151,31,31,,,31,6,,,,,,201,11,,,,,,,,,,,,,,,,,,,,,,,,,,6,,6,,,,,
